District,Division,Area,Club,Clubname,Clubest,Clubstatus,Clubaddr1,Clubaddr2,Clubcity,Clubstate,Clubzip,Clubcountry,Clubphone,Clubday_o,Clubtime_o,Clubday,Clubtime,Clublen,Clubfreq,Clubopen,Cluburl1,Cluburl2,Clubwebstat1,Clubwebstat2,Clubemail,Clubadvanced,date,source
98,J,02,7403659,Rajkot Toastmasters Club,2019-04-18,Active,Hiren Thakker and Associates,"Chandra Chitt, BS Utkarsh School",Rajkot,GUJ,360001,India,+91 98256 73376,2nd & 4th Sunday,11:00 AM,Sun,11:00:00,0,M2,O,rajkottmc.com/,www.facebook.com/rajkottmclub,Other,Facebook,kela.kartik1@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,3220784,TCS BE@T Gandhinagar,2013-11-03,Active,Virtual Room (Microsoft Teams),"TCS, Garima Park",Gandhinagar,GUJ,382421,India,+91 70416 25891,Saturday,11:30 AM,Sat,11:30:00,0,W1,E,,facebook.com/toastmasterstcsbeat,None,Facebook,ns202097@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,6839027,TCS KALPAK TOASTMASTERS CLUB,2018-02-15,Active,"11th Floor, CR Room  TCS Kalpak","TCS Kalpak, Gift City Tower 2",Gandhinagar,GUJ,382355,India,+91 95125 91435,Saturday,03:00 PM - 04:30 PM (IST),Sat,15:00:00,90,W1,P,,,None,None,shethhenali@gmail.com,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,7636059,Gandhinagar Toastmasters Club,2019-10-01,Active,Zoom Meeting,NA,Gandhinagar,GUJ,382421,India,+91 94265 72506,Sundays,10:30 AM,Sun,10:30:00,0,W1,O,,,None,None,sshanishchara@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,J,03,7877736,PIMA Toastmasters Club,2021-03-27,Active,"Pima Conference Hall Block 298, Sanathal Cross Road","Nr Bacha Motors, Sanathal",Ahmedabad,GUJ,382210,India,+91 70165 10586,Thursdays,6:00 - 7:30 PM,Thu,18:00:00,90,W1,E,,,None,None,richa.solanki@pima.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,4899367,RIL Toastmasters Club,2016-02-04,Active,ONLINE Conference or training Room,"Reliance Corporate Park, Ghansoli",Navi Mumbai,MAH,400701,India,+91 22 4475 4659,Alternate Saturday,3:00 - 5:00 p.m.,Sat,15:00:00,120,W2,E,riltmc.toastmastersclubs.org/,,FTH3,None,Mahesh.Puranam@ril.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,5816202,Coalition Toastmasters Club,2016-09-28,Ineligible,"Unit 2-A, Bldg 5 & 6, 5th Floor,  Serene Properties, Thane-Belapur Rd","Unit No.2A, Bldg no.5 & 6",Navi Mumbai,MAH,400708,India,912241516796,2nd & 4th Friday,6:00 pm - 7:00 pm,Fri,18:00:00,60,M2,E,,,None,None,an@coalition.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,6881120,UBS Mumbai Toastmasters Club,2018-03-16,Active,UBS Conference Room,"MIDC, Airoli Knowledge Park",Navi Mumbai,MAH,400708,India,+91 97172 22344,1st & 3rd Tuesday,11:30 AM - 1:00 PM,Tue,11:30:00,90,M2,E,,,None,None,dbudas@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,7231185,Kharghar Toastmasters Club,2019-01-04,Active,Vishwajyot High School 4th Floor,"82, Central Park Road",Navi Mumbai,MAH,410210,India,+91 95940 72272,2nd & 4th Saturdays,4:00 PM,Sat,16:00:00,0,M2,O,kharghar.toastmastersclubs.org/,www.facebook.com/kharghartm.club,FTH3,Facebook,kharghartm.club@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,7861024,Readers and Debaters Toastmasters Club,2021-03-01,Active,Online meeting conducted on Zoom. Guests from any part of the globe are welcome.,Online,Mumbai,MAH,400080,India,+91 88794 91034,Every Sunday,5:00PM - 7:15PM,Sun,17:00:00,135,W1,O,,,None,None,nashjackman@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,01,7914844,ISB Modular Programmes Toastmasters Club,2021-06-30,Active,Online,,Hyderabad,TG,5000072,India,+91 91333 34502,1st & 3rd Wednesday,8:30 - 10:00 PM,Wed,20:30:00,90,M2,E,,,None,None,venki.vety@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,02,2380536,Agnel Toastmasters Club,2013-01-01,Active,"Fr. Agnel Poly Technic, Vashi","Agnel Technical Education Complex, Vashi",Navi Mumbai,MAH,400703,India,+91 98335 09321,1st & 3rd Saturdays,4:30 pm,Sat,16:30:00,0,M2,O,www.agneltoastmasters.in/,www.facebook.com/agneltoastmasters,FTH3,Facebook,sunish.babu@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,02,6651953,Mastek Toastmasters Club,2017-09-30,Ineligible,Conference Room,"Millenium Business Park, Mahape TTC",Navi Mumbai,MAH,400710,India,+91 93213 34831,1st & 3rd Thursday,10:00 am - 12:00 pm,Thu,10:00:00,120,M2,E,,,None,None,madhavi.juttiyavar@mastek.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,02,7571457,GEP Toastmasters Club,2019-10-15,Active,"GEP Training Room GEP Office, Airoli","Airoli Knowledge Pk Rd, Airoli",Navi Mumbai,MAH,400708,India,9724006146,Thursdays,7:00 - 8:00 PM,Thu,19:00:00,60,W1,E,,,None,None,GEPToastmasters.club@gep.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,02,7798485,Airoli Bilingual Toastmasters Club,2020-08-08,Active,"Top Floor, ASAV, RH 2, Sumangal CHS opposite Datta Meghe Engineering College","Sector 2, Airoli",NAVI MUMBAI,MAH,400708,India,9892978833 / 9821353403,2nd & 4th Sunday,5:00 - 7:00 PM,Sun,17:00:00,120,M2,O,,www.facebook.com/airolitoastmasters,None,Facebook,kavitha.legal@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,02,7906093,Mumbai Communicators Toastmasters Club,2021-06-15,Active,Online,"C203 Romelle Empress, Borivali W",Mumbai,MAH,400103,India,9820995787,Sundays,11:00 AM IST,Sun,11:00:00,0,W1,O,,,None,None,sangita1312@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,03,6770016,Palava Toastmasters Club,2017-11-24,Active,"Pawar Public School, Dombivali (AV Room) Casa Rio, Lodha Palava City, Off Kalyan Shil Road, Dombivali (East)","Casa Rio, Lodha Palava City",Thane,MAH,421204,India,+91 89762 94682,2nd & 4th Sunday,3:00 PM,Sun,15:00:00,0,M2,O,,www.facebook.com/Palava-Toastmasters-Club-116763122370341/,None,Facebook,palavatmclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,03,7753761,Speakathon Kalwa Toastmasters,2020-02-26,Active,Siemens Ltd Kalwa Works,"Thane Belapur Rd, Airoli",Thane,MAH,400708,India,+91 99675 84377,2nd & 4th Friday,17:45 - 19:45,Fri,17:45:00,120,M2,E,,,None,None,amol.kashid@siemens.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,03,7849707,Speakers Community Toastmasters Club,2021-01-28,Active,"Online- Zoom, durnin COVID-19",,Mumbai,MAH,400703,India,+91-8369922103,Every Sunday,4:00-5:30 PM,Sun,16:00:00,90,W1,O,,,None,None,speakerscommunity.tmc@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,3843080,NIT Goa Toastmasters Club,2014-04-02,Ineligible,"Conference Room, Main Building, NIT Goa","Near ITI Campus, Farmagudi",Ponda,GOA,403401,India,+91-9423431339,Wednesday,5:00 pm,Wed,17:00:00,0,W1,E,nitgoa.toastmastersclubs.org,facebook.com/groups/NitGoaToastmasters,FTH2,Facebook,viresh_vazirani@yahoo.co.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,5116082,Capgemini Mumbai Toastmasters Club,2016-06-01,Active,"Airoli Capgemini,","Yosemite SEZ, Capgemini",Navi Mumbai,MAH,400708,India,+91 99028 37766,Every Saturday,4 p.m. - 5:30 p.m.,Sat,16:00:00,90,W1,E,,www.facebook.com/CGMTC,None,Facebook,cgmtc.in@capgemini.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,6592002,Ghodbunder Toastmasters Club,2017-06-24,Active,"201-202, Parampara B, Cosmos Heritage OPP: Happy Valley, Manpada","201-202, Parampara B",Thane,MAH,400610,India,+91 86930 27775,Saturday's Weekly,7:00 pm - 9:30 pm,Sat,19:00:00,150,W1,O,www.ghodbundertoastmasters.com/,www.facebook.com/gbtmc,WordPress,Facebook,ghodbundertoastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,7106853,MTC Advanced Club,2018-09-05,Ineligible,Mulund Gymkhana,"Mulund Gymkhana, Tata Colony",Mumbai,MAH,400081,India,+91 9769486386,2nd & 4th Saturday,5:00 PM,Sat,17:00:00,0,M2,P,,,None,None,Jitesh.anand@gmail.com,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,7763127,NMD Toastmasters Club,2020-06-08,Active,"NMD Campus Learning & Development, Reliance Industries Ltd","Nagothane MFG Division, Taluka-Pen",Raigad,MAH,402124,India,+91 99700 50379,2nd & 4th Friday,5:00 - 6:00 PM,Fri,17:00:00,60,M2,E,,,None,None,singh.shailza@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,04,7849406,Worley India Toastmasters Harmony,2021-01-12,Active,Worley India Pvt. Ltd. Office Conference rooms,"Gigaplex, Bldg 2, Plot no. IT-5,",Navi Mumbai,MAH,400608,India,+91 90290 97889,Saturday,10am-12pm,Sat,10:00:00,120,W1,E,,,None,None,wits@worley.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,M,06,6461965,HUL - Finance,2017-03-29,Ineligible,Conference Room within campus - Hindustan Unilever Ltd.,"B.D. Sawant Marg, Chakala",Mumbai,,400099,India,+918884489606,2nd & 4th Tuesday,10:30 AM,Tue,10:30:00,0,M2,E,,,None,None,jyoti.chopra@unilever.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,01,992223,Raisoni Institute's Diamond Toastmasters Club,2007-01-22,Active,"GH Raisoni College of Commerce Science and Technology Nagpur,","345, Shradha House",Nagpur,MAH,440 001,India,+1 07126620624125,Thursday,1:00 pm,Thu,13:00:00,0,W1,E,,,None,None,anitarkshrivastava@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,01,5893739,TCS Nagpur Toastmasters Club,2016-11-03,Active,"TCS Mihan, Arrival Block, Darbar Hall Tata Consultancy Services","TCS Mihan SEZ, Butibori",Nagpur,MAH,441108,India,+91 85848 32151,Alternate Saturdays,10:30 am - 12:30 pm,Sat,10:30:00,120,W2,E,,,None,None,tcsnagpur.tmclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,01,7825941,YCCE Verbalisers Toastmasters Club,2021-03-01,Active,"Language Lab, Department of Applied Science and Humanities","YCCE Campus, Hingna Rd Wanadobgri",Nagpur,MAH,441110,India,+91 7756899120,2nd & 4th Friday,5:30 - 7:30 PM,Fri,17:30:00,120,M2,E,,,None,None,toastmasters.ycce@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,01,7911256,Raipur Toastmasters Club,2021-06-30,Active,"1936 Ward No 23 Behind Stadium Rd, Near BSNL mobile tower Kota, Raipur, Chhattisgarh",,Raipur,CG,492010,India,+91 79999 63823,Sunday,4:00-6:00PM,Sun,16:00:00,120,W1,O,,,None,None,raipurtoastmastersclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,02,992337,Raisoni Institute's Emerald Toastmasters Club,2007-01-22,Active,Raisoni Institute,345 Shraddha House Kingsway,Nagpur,MAH,440 001,India,+1 07126620624,Tuesday,4:00 pm,Tue,16:00:00,0,W1,E,,,None,None,,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,02,3531688,Nagpur Toastmasters Club,2014-01-10,Active,"India Peace Center Near Metro Railway office, Next to SBI and SP rural office",C.K. Naidu Road,Nagpur,MAH,440001,India,+91 99233 80011,2nd and 4th saturday,6:00-8:00 pm,Sat,18:00:00,120,M2,O,,www.facebook.com/groups/591770694202296,None,Facebook,nagpurtoastmastersclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,02,5757009,IIM Nagpur Toastmasters Club,2016-09-14,Active,"VNIT, South Ambazari Road",VNIT Campus,Nagpur,MAH,440022,India,,"Saturday or Sunday, as determined",10:00 PM,Sat,22:00:00,0,W1,E,,www.facebook.com/toastmastersiimnagpur,None,Facebook,club_toastmasters@iimnagpur.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,02,7811085,InfoCepts Toastmasters Club,2020-09-09,Active,"Galaxy hall, InfoCepts Technologies Pvt Ltd Floor 1, SP Infocity, Plot no 2","Sect 11, Dahegaon Mihan",Nagpur,MAH,441108,India,+91 7405500372,2nd & 4th Wednesday,11:30 AM - 1:00 PM IST,Wed,11:30:00,90,M2,E,,,None,None,infoceptstoastmastersclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,03,5742286,Provakta Toastmasters Club of IIM Raipur,2016-09-01,Active,Indian Institute of Management Raipur,"IIM Raipur, New Campus",Raipur,CG,493661,India,,Thursday,7:00 PM,Thu,19:00:00,0,W1,E,,www.facebook.com/IIMRaipurToastmasters,None,Facebook,provakta_toastmasters@iimraipur.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,03,7185394,SSIPMT Spellbinders,2018-11-27,Active,"Seminar Hall, Academic Building C Block, SSIPMT, Raipur","SSIPMT, Old Dhamtari Road, Mujgahan",Raipur,CG,492001,India,+91 79999 63823,Fridays,4 PM,Fri,16:00:00,0,W1,E,,www.facebook.com/ssipmtspellbinder/,None,Facebook,ssipmtspellbinderstmclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,03,7447795,Toastmasters @ Persistent Nagpur,2019-06-04,Ineligible,"APJ Kalam Hall, Persistent System Limited",Persistent Systems Limited Plot 8&9,NAGPUR,MAH,440022,India,+91 95527 91167,2nd & 4th Thursday,4:30pm - 5:30pm,Thu,16:30:00,60,M2,O,,,None,None,ajayppawar@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,03,7735020,Loyal Toastmasters Club,2020-02-04,Active,"148,Entity New Ramdaspeth","148, ENTITY,  NEW RAMDASPETH",NAGPUR,MAH,440010,India,+91 95270 82424,2nd & 4th Saturday,4:00 - 6:00 PM,Sat,16:00:00,120,M2,O,,www.facebook.com/Loyaltoastmastersclub,None,Facebook,loyaltoastmastersclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,04,5762025,IMT Nagpur Toastmasters Club,2016-09-30,Active,"35 Km Milestone, Katol Road, SH 248, Dor","35 Km Milestone, Katol Road, SH 248",Nagpur,MAH,441502,India,+91 98997 12769,Friday,7:00 p.m. - 9:00 p.m.,Fri,19:00:00,120,W1,E,,,None,None,punjabi.ayush@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,04,7073592,Gurukul.Education Toastmasters Club,2018-09-06,Active,"Gurukul.education, 741","741, first floor, Nelson Sq.",Nagpur,MAH,440013,India,+91 94224 41701,1st & 3rd Saturday,4:00 - 6:00 PM,Sat,16:00:00,120,M2,O,,www.facebook.com/GEtoastmasters,None,Facebook,toastmasters.gurukuleducation@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,04,7289583,BRIO Toastmasters Club,2019-02-02,Active,GHRCE Campus,"CRPF Gate 3,HTNGNA Rd,Digdoh Hills",Nagpur,MAH,440016,India,+91 86986 59163,Sundays,11.00am-1.00 pm,Sun,11:00:00,120,W1,E,www.ghrce.edu.in/,,Invalid--Refused,None,manish.nair@raisoni.net,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,N,04,7429657,Rungta Toastmasters Club,2019-05-01,Active,"T&P Conference Room, B-Block",Khoka-Kurud Rd,Bhilai,CG,490024,India,+91 86037 38013,sunday,7:00-9:00,Sun,07:00:00,120,W1,O,,,None,None,tmrungta@rungta.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,01,6539289,UBS Pune Toastmasters Club,2017-05-10,Active,UBS Business University Campus,"Building No. 8, Commerzone",Pune,MAH,411006,India,+91 20 6742 5901,Tuesday,11:00 am,Tue,11:00:00,0,W1,E,,,None,None,varun-za.gupta@ubs.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,01,6592020,Deutsche Bank Pune Toastmasters Club,2017-06-14,Active,"Deutsche Bank Operations International Jayaprakash Nagar, Yerwada","Business Bay, Wing 1",Pune,MAH,411006,India,+91 98197 83553,Wednesday,11:30 AM,Wed,11:30:00,0,W1,E,,,None,None,ramachandran.venugopal@db.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,01,6885728,SgAs Toastmasters Club,2018-03-13,Active,"Sungard Availability Services Floor 2, Wing 4, Cluster D, EON IT Park","Sungard AS, EON IT Park, Kharadi",Pune,MAH,411014,India,+91 96048 26965,Thursday,5:30 - 7:00 PM,Thu,17:30:00,90,W1,E,,,None,None,sdshivekar@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,01,7448369,Toastmasters for Pune Entrepreneurs 2.0,2019-06-08,Active,"Bhau Institute Training room, 2nd floor","N- 603, Heliconia, Magarpattacity,",Pune,MAH,411028,India,+91 91457 26555,Every Friday,7.00 pm,Fri,19:00:00,0,W1,O,tfpe.toastmastersclubs.org/,www.facebook.com/tfpe.club,FTH3,Facebook,tfpe2.0club@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,02,2571105,Opulent Toastmasters Club Of Pune Camp,2012-06-30,Active,"Poona Women's Council School,","20, Kahun Rd, Nirman Vihar,",Pune,MAH,411 001,India,+91 92841 72308,Every Sunday,11:00 am,Sun,11:00:00,0,W1,O,tmcpcamp.toastmastersclubs.org/,www.facebook.com/tmcpcamp,FTH3,Facebook,gaddamyogeshwari1822@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,02,6716037,Aurangabad Toastmasters,2017-10-02,Active,The Learning Lab,"First Floor, Dr. Sodhi's Hospital",Aurangabad,MAH,413001,India,+91 78750 24700,Saturday,7:00 pm - 8.30 pm,Sat,19:00:00,90,W1,O,,www.facebook.com/aurangabad.toastmasters,None,Facebook,manojasrani@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,02,7757012,Toastmasters Club of BMC Software Customer Success,2020-02-24,Active,BMC Software India 4th Floor meeting room,"Tower B, Airport Rd, Yerwada",Pune,MAH,411006,India,+91 90493 15909,Fridays,4:30 - 5:45 PM,Fri,16:30:00,75,W1,E,,,None,None,yuvaraj_patil@bmc.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,02,7870960,Mastering Leadership TMC,2021-03-22,Active,"MasterCard Office Business Bay, Wing 1, Tower A, 3rd Floor","Airport Rd, Yerwada",Pune,MAH,411006,India,+91 97664 54488,Alternate Friday,10:00 AM,Fri,10:00:00,0,W2,E,,,None,None,kumaraashish@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,03,5027867,Tietoevry Toastmasters Club,2015-10-01,Active,"Training Room - Lalkila- 1st Floor, EON1 Tieto India Private Ltd.","EON Free Zone, Wing 1, Cluster D",Pune,MAH,411014,India,+91 93731 04450,Wednesday,10:30 to 11:30 AM,Wed,10:30:00,60,W1,E,,,None,None,Lokesh.Ranka@tietoevry.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,03,6642875,Toastmasters Club of Pune South,2017-08-25,Active,Conducted online,conducted online,Pune,MAH,411040,India,+91 75075 01651,Saturday,4:30 PM to 6:30 PM,Sat,16:30:00,120,W1,O,tmcpsouth.toastmastersclubs.org/,www.facebook.com/toastmastersclubofpunesouth,FTH3,Facebook,tmakshaychillal@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,03,6783455,BNY Mellon - Pune Commerzone,2018-03-02,Active,"Commerzone, Pune","Bldg 8, Commerzone, Yerwada",Pune,MAH,411005,India,+91 70282 67176,Wednesday,5:00 - 6:30 PM,Wed,17:00:00,90,W1,E,,,None,None,khooshbu.misra91@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,03,7860776,Cadence Sparkling Toastmasters Club,2021-03-26,Active,Pune,,Pune,MAH,411006,India,+919158687860,2nd & 4th Thursday,4-5:30,Thu,16:00:00,90,M2,E,,,None,None,gdeval@cadence.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,04,2150212,TSYS Pune Toastmasters Club,2011-12-02,Active,TSYS Ajanta Meeting Room,"3rd Floor, Muttha Towers, Don Bosco Rd, Yerwada",Pune,MAH,411 006,India,+91 98227 48354,Friday,3:00 pm,Fri,15:00:00,0,W1,E,,,None,None,vikramsikka2007@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,04,2973814,Toastmasters Club of Pune - North East,2013-06-30,Active,Symbiosis Law School,"New Airport Road, Viman Nagar",Pune,MAH,411014,India,+91 70668 37614,Tuesday,7:00-9:00 Pm,Tue,19:00:00,120,W1,O,punenortheast.toastmastersclubs.org/,www.facebook.com/TMCPNE,FTH3,Facebook,simrit.sidhu@hotmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,04,3700901,Toastmasters Club of BMC Software,2014-02-21,Active,"Puspagiri Training Room, 4th Floor BMC","BMC Software, Wing 1, Tower B,",Pune,MAH,411006,India,+91 98601 73961,Friday,4:00 pm,Fri,16:00:00,0,W1,E,,,None,None,kanchana.iyer@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,O,04,7850062,STL Toastmaster Club,2021-02-08,Active,"Online Zoom Platform Sterlite Technologies Ltd, 4th Floor","Godrej Millenium,  9 Koregaon Park",Pune,MAH,411001,India,+91 9158595324,Thursdays,2:30 - 4:00 PM,Thu,14:30:00,90,W1,E,,,None,None,indrani.roy@stl.tech,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,01,1141787,Toastmasters Club of Pune,2008-02-15,Active,Foodcraft Institute (Maharashtra State Institute of Hotel Management and Catering Technology) Please call +91 9011971200  (TM Purva) or +91 8767331191(TM Rutuja) before you visit,"Near Bharatiya Vidya Bhavan School,",Pune,MAH,411016,India,+91 87673 31191,Saturday,4:30 pm,Sat,16:30:00,0,W1,O,sites.google.com/view/toastmasters-club-pune,www.facebook.com/groups/204439606338578,Google,Facebook,tmcpvpm@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,01,7470706,Pune Marathi Toastmasters Club,2019-06-19,Active,"Club House, Mangalmurty Complex Near Sumadhu Veg Restaurant",Sinhgad Road,Pune,MAH,411030,India,+91 99853 09575,every Saturday,7 PM to 9 PM,Sat,19:00:00,120,W1,O,,www.facebook.com/puneMarathiTMC/,None,Facebook,marathi.toastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,01,7843205,Kolhapur Toastmasters Club,2021-03-30,Active,Second Home - An artistic environment,"Fl 3, Athafrv Plaza, Kawale Naka",Kolhapur,MAH,416012,India,+91 8983001177,Sundays,10:00 AM - 12:00 PM,Sun,10:00:00,120,W1,O,,,None,None,parekhkaranthechamp@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,01,7870821,Druva Toastmasters Club,2021-03-26,Active,"Druva Office 9th Floor, The Pavillion Mall",Senapati Bapat Marg,Pune,MAH,411016,India,+91 9406736293,2nd & 4th Friday,2:30 PM,Fri,14:30:00,0,M2,E,,,None,None,harsha.pandey@druva.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,02,1534609,Toastmasters Club of Pune-West,2010-08-14,Active,"Class room XI-C, First Floor, Dr. Kalmadi Shamrao Junior College","Gulwani Maharaj Path, Ganeshnagar, Erandwane",Pune,MAH,411038,India,+91 99224 10208,Wednesday,6:30 p.m.,Wed,18:30:00,0,W1,O,punewest.toastmastersclubs.org/,www.facebook.com/groups/113645672050335,FTH3,Facebook,shrutijgandhi09@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,02,5820914,Accenture Pune Toastmasters Club,2016-11-01,Active,"IT-7 Bldg, Flagship Infrastructure Pvt Ltd-SEZ, Survey No. 154/6 Rajiv Gandhi Infotech Pk Ph 1, Hinjewadi, Pune Maharashtra 411057","IT-7 Bldg, Flagship Infrastructure",Pune,MAH,411057,India,+91 84529 20269,Saturday,3 PM to 5 PM,Sat,15:00:00,120,W1,E,,,None,None,aniketajay31@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,P,02,5970302,Cummins Pune Toastmasters Club,2017-01-01,Active,"Cummins Technical Center, India","CIL Campus, Gandhi Bhavan Road",Pune,MAH,411038,India,+91 77988 74638,Thursday,3.00PM - 4.30PM,Thu,15:00:00,90,W1,E,easy-speak.org/portal.php?c=10993,,easy-Speak,None,pranay.sharma@cummins.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
